class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
right,0.7330834865570068,0.3361852169036865,-0.711593747138977,0.9999192953109741,0.7460076808929443,0.3282800316810608,-0.7689922451972961,0.9997790455818176,0.7470573782920837,0.3256356418132782,-0.7691246271133423,0.9996920824050903,0.7479323744773865,0.322867214679718,-0.7691196799278259,0.9997398257255554,0.7401686906814575,0.3314862549304962,-0.8089282512664795,0.9999217391014099,0.7368891835212708,0.3312956392765045,-0.8091526031494141,0.9999168515205383,0.7333709001541138,0.3310295343399048,-0.8094960451126099,0.99993497133255,0.725550651550293,0.30637383460998535,-0.7995057702064514,0.9993905425071716,0.7050097584724426,0.3212816119194031,-0.99150151014328,0.9999171495437622,0.715557336807251,0.3320934772491455,-0.7081229090690613,0.9997579455375671,0.7092041373252869,0.33414795994758606,-0.7628244757652283,0.9998759627342224,0.6446882486343384,0.2554439902305603,-0.6605430245399475,0.999785304069519,0.5988919734954834,0.34399551153182983,-0.9109662771224976,0.999977171421051,0.6032786965370178,0.18385154008865356,-0.49851229786872864,0.7225855588912964,0.6178192496299744,0.4772825241088867,-0.9665318727493286,0.9794906973838806,0.5724465250968933,0.11063414812088013,-0.41014355421066284,0.6933234333992004,0.6817386150360107,0.5585306882858276,-1.0043776035308838,0.904242217540741,0.551685094833374,0.09416110068559647,-0.4537413418292999,0.6186465620994568,0.6937456727027893,0.5904548764228821,-1.0765823125839233,0.8395863175392151,0.5582067966461182,0.09291350096464157,-0.47205907106399536,0.6299440860748291,0.7073182463645935,0.5923984050750732,-1.1129114627838135,0.8392750024795532,0.5666250586509705,0.09938248246908188,-0.4188738465309143,0.6121945977210999,0.704147219657898,0.5840237140655518,-1.0184824466705322,0.8119409084320068,0.5639735460281372,0.4047320783138275,0.11062126606702805,0.9999217987060547,0.4802623689174652,0.42058274149894714,-0.11086797714233398,0.9999300241470337,0.6492233872413635,0.5354712009429932,-0.06534659117460251,0.9752693176269531,0.35004356503486633,0.5291542410850525,0.02587151527404785,0.9809184670448303,0.7571236491203308,0.654978334903717,0.12228848040103912,0.9885202050209045,0.2139856070280075,0.6394014954566956,0.29371315240859985,0.9899232983589172,0.7547058463096619,0.6752359867095947,0.13122296333312988,0.9410328269004822,0.20527496933937073,0.6526676416397095,0.3085181415081024,0.872124195098877,0.8007734417915344,0.6846916079521179,-0.09640368819236755,0.9741239547729492,0.15739509463310242,0.6743825078010559,0.07541065663099289,0.9723746180534363
right,0.72751384973526,0.3448999226093292,-1.1529875993728638,0.9999433159828186,0.7410422563552856,0.33799272775650024,-1.2075018882751465,0.9998330473899841,0.7431188821792603,0.33606740832328796,-1.2076023817062378,0.999782145023346,0.7434651255607605,0.3318386375904083,-1.2077053785324097,0.9998044967651367,0.7359778881072998,0.3453393578529358,-1.2290055751800537,0.999940812587738,0.7332913875579834,0.3461751937866211,-1.2291330099105835,0.9999262094497681,0.7302642464637756,0.34689632058143616,-1.2293959856033325,0.9999305009841919,0.7252442836761475,0.3165457546710968,-1.2409001588821411,0.9996511936187744,0.7080380320549011,0.3419642746448517,-1.3371472358703613,0.9999131560325623,0.7086113691329956,0.3351098299026489,-1.1376725435256958,0.9998358488082886,0.7030958533287048,0.34327512979507446,-1.1686089038848877,0.9999027848243713,0.6525662541389465,0.2573831081390381,-1.0527211427688599,0.9998720288276672,0.6065521240234375,0.3878798186779022,-1.1372462511062622,0.9999750852584839,0.5960919260978699,0.16237220168113708,-0.848700761795044,0.8788385391235352,0.6155890226364136,0.4906501770019531,-1.163936972618103,0.9886684417724609,0.59603351354599,0.0848054438829422,-0.7024431228637695,0.863985538482666,0.620849609375,0.5885195732116699,-1.1739039421081543,0.9361621737480164,0.5797502398490906,0.06347096711397171,-0.7425172924995422,0.8260312676429749,0.6276296377182007,0.6143352389335632,-1.2309892177581787,0.8879302740097046,0.5920737385749817,0.06541316956281662,-0.7647161483764648,0.8309425711631775,0.64430832862854,0.616868257522583,-1.2789080142974854,0.8856102228164673,0.5951205492019653,0.07344768941402435,-0.705191969871521,0.8175140619277954,0.650674045085907,0.6113038063049316,-1.1909594535827637,0.8688052892684937,0.5308922529220581,0.36323583126068115,0.06976087391376495,0.9999520778656006,0.4993073046207428,0.40461158752441406,-0.06978380680084229,0.9999648928642273,0.6159250736236572,0.509315550327301,-0.002388585591688752,0.9014822244644165,0.3622782528400421,0.5192734003067017,0.030200708657503128,0.954621434211731,0.6467267274856567,0.6499796509742737,0.28682830929756165,0.9550701379776001,0.21316386759281158,0.6403878331184387,0.2740374803543091,0.9685999155044556,0.6481522917747498,0.6757970452308655,0.31079158186912537,0.9390975832939148,0.20075273513793945,0.650309145450592,0.2843745946884155,0.8857778906822205,0.6987083554267883,0.6943650841712952,0.06817129254341125,0.9338280558586121,0.15888053178787231,0.6746769547462463,0.03338749334216118,0.93569016456604
right,0.7256372570991516,0.3440900444984436,-1.1004297733306885,0.9999435544013977,0.7394077181816101,0.3370039165019989,-1.137378454208374,0.9998379349708557,0.7417144179344177,0.33401694893836975,-1.1374523639678955,0.9997887015342712,0.7421768307685852,0.3299412131309509,-1.137673020362854,0.9998086094856262,0.7340626120567322,0.3429664373397827,-1.1688724756240845,0.9999432563781738,0.7313262820243835,0.34338411688804626,-1.1689594984054565,0.9999290704727173,0.7282800078392029,0.3436979651451111,-1.1691755056381226,0.9999330043792725,0.7240517735481262,0.3144283592700958,-1.1309807300567627,0.999672532081604,0.7070426940917969,0.3385666310787201,-1.2670634984970093,0.9999169707298279,0.7071417570114136,0.3351168930530548,-1.0750595331192017,0.9998443722724915,0.7013534307479858,0.3417208194732666,-1.1173101663589478,0.999908447265625,0.6483479142189026,0.25666576623916626,-0.9206256866455078,0.9998712539672852,0.5909131765365601,0.37795913219451904,-1.099548578262329,0.9999732375144958,0.6289570331573486,0.16832716763019562,-0.7263804078102112,0.8873204588890076,0.5813391804695129,0.49205154180526733,-1.13450288772583,0.988875687122345,0.6533196568489075,0.097140833735466,-0.34138670563697815,0.8738772869110107,0.5469971299171448,0.5890631675720215,-1.1506781578063965,0.9394716620445251,0.6578265428543091,0.07780870795249939,-0.3516654968261719,0.8381099700927734,0.5446365475654602,0.6138707399368286,-1.2162507772445679,0.8937808275222778,0.6647158265113831,0.07959017902612686,-0.3873167634010315,0.8427357077598572,0.5620983242988586,0.6157352328300476,-1.2557293176651,0.8912976384162903,0.6627706289291382,0.08704261481761932,-0.34628531336784363,0.8292526006698608,0.5728725790977478,0.6108089685440063,-1.1645506620407104,0.8759298920631409,0.5342845320701599,0.3605303466320038,0.08079740405082703,0.999955415725708,0.49850335717201233,0.39188119769096375,-0.0803234875202179,0.9999679327011108,0.6115075349807739,0.5024340152740479,0.020464392378926277,0.8874319195747375,0.36632993817329407,0.5123829245567322,0.03758145868778229,0.9477859139442444,0.6545693874359131,0.6380467414855957,0.2941104769706726,0.944862961769104,0.21317920088768005,0.6385864019393921,0.322120726108551,0.9660192131996155,0.6460990309715271,0.6749310493469238,0.3165932893753052,0.9337823987007141,0.2008446902036667,0.6480484008789062,0.33936741948127747,0.8903221487998962,0.6869456768035889,0.694839358329773,0.08580420166254044,0.9134313464164734,0.16021990776062012,0.674739420413971,0.07016906142234802,0.9280713200569153
right,0.7077513933181763,0.3412896990776062,-1.3029649257659912,0.9998469352722168,0.7194048166275024,0.3343636095523834,-1.320170283317566,0.9994195699691772,0.7207160592079163,0.33163073658943176,-1.3203125,0.9993288516998291,0.7216290831565857,0.32806000113487244,-1.3204929828643799,0.9993084073066711,0.7122724652290344,0.3395007848739624,-1.356392741203308,0.9998478889465332,0.7084311842918396,0.3397916257381439,-1.3564860820770264,0.9998072385787964,0.7047426104545593,0.33993127942085266,-1.3567774295806885,0.9998131990432739,0.6960570216178894,0.31387048959732056,-1.231110692024231,0.999133825302124,0.6820642948150635,0.3342193365097046,-1.3899080753326416,0.9998226761817932,0.6885921359062195,0.3340350389480591,-1.2478593587875366,0.9997252821922302,0.680762529373169,0.3391389846801758,-1.2961533069610596,0.9998610615730286,0.6298306584358215,0.2603877782821655,-0.999119758605957,0.9998395442962646,0.5407191514968872,0.37284234166145325,-1.1393969058990479,0.9999598264694214,0.6629781723022461,0.1695568859577179,-0.8485543727874756,0.8865963220596313,0.462504506111145,0.48603418469429016,-1.1424716711044312,0.9736705422401428,0.7143211960792542,0.10525888204574585,-0.7852212190628052,0.8730412721633911,0.43540361523628235,0.5872892141342163,-1.1798890829086304,0.9097886681556702,0.7220557332038879,0.0798509269952774,-0.8484780788421631,0.8357890248298645,0.4213230013847351,0.610659122467041,-1.2557671070098877,0.8682383298873901,0.728415310382843,0.08875621110200882,-0.8860565423965454,0.8395922780036926,0.4358850121498108,0.6098566651344299,-1.3143489360809326,0.8648862242698669,0.7257188558578491,0.096312016248703,-0.8031675815582275,0.8266512155532837,0.44117841124534607,0.6038767695426941,-1.2049784660339355,0.8499382734298706,0.5343878269195557,0.3652811646461487,0.07284777611494064,0.9999523162841797,0.4826306998729706,0.38747331500053406,-0.07230544835329056,0.9999690055847168,0.6148440837860107,0.5072566866874695,-0.16903237998485565,0.8873011469841003,0.3664495050907135,0.5122572183609009,-0.14061085879802704,0.9386321306228638,0.7104092836380005,0.6400435566902161,0.2480042427778244,0.9401663541793823,0.2132289558649063,0.638189971446991,0.17349931597709656,0.9625005722045898,0.7205801606178284,0.6653081178665161,0.290807843208313,0.9250221252441406,0.2051672637462616,0.6482848525047302,0.18507617712020874,0.8864648342132568,0.762018620967865,0.684066891670227,-0.16069991886615753,0.9070166349411011,0.16000066697597504,0.6727554798126221,-0.18326427042484283,0.9229289889335632
right,0.6935246586799622,0.3238983452320099,-1.1621173620224,0.9998619556427002,0.6970952749252319,0.31556960940361023,-1.1662319898605347,0.9994774460792542,0.6954846978187561,0.3111211955547333,-1.16621732711792,0.9993957281112671,0.6938875913619995,0.30662447214126587,-1.166529893875122,0.9993773102760315,0.6968966126441956,0.3258112668991089,-1.183504343032837,0.9998630285263062,0.6954261660575867,0.3281629681587219,-1.1835628747940063,0.9998264312744141,0.694050133228302,0.33053839206695557,-1.1835284233093262,0.9998317360877991,0.662473738193512,0.2953830659389496,-1.0659947395324707,0.9992201924324036,0.6719877123832703,0.33149853348731995,-1.1881412267684937,0.9998403191566467,0.6760209798812866,0.31868577003479004,-1.09889554977417,0.9997521638870239,0.673332929611206,0.328755646944046,-1.122517466545105,0.9998745322227478,0.5866515040397644,0.259891152381897,-0.8271685242652893,0.9998435378074646,0.550690233707428,0.3717947006225586,-0.8531290888786316,0.9998573064804077,0.6820958852767944,0.20622755587100983,-0.5511957406997681,0.8883147835731506,0.47756117582321167,0.4598913788795471,-0.8061972856521606,0.9728291034698486,0.7676777243614197,0.15912248194217682,-0.44376203417778015,0.8807646632194519,0.5892898440361023,0.546140193939209,-0.7844671607017517,0.9074473977088928,0.7891609072685242,0.14043034613132477,-0.45887666940689087,0.8447293043136597,0.6140831708908081,0.574176549911499,-0.8196550011634827,0.8663886189460754,0.7922490239143372,0.14160944521427155,-0.49387601017951965,0.847916305065155,0.6169455051422119,0.5683054327964783,-0.8361333608627319,0.8633177876472473,0.7846304178237915,0.14848726987838745,-0.451760858297348,0.8354635238647461,0.6098527312278748,0.5542412996292114,-0.7846238017082214,0.8484129905700684,0.4757107198238373,0.3696410357952118,0.02462366595864296,0.9999558329582214,0.5179987549781799,0.38974761962890625,-0.024758901447057724,0.9999677538871765,0.3659837543964386,0.5100446343421936,-0.13744667172431946,0.8981040716171265,0.6294950246810913,0.5182585716247559,0.33000311255455017,0.922882616519928,0.23438724875450134,0.6347026824951172,0.06296946108341217,0.9458531141281128,0.7316716909408569,0.6418410539627075,0.6702718734741211,0.956588864326477,0.23883937299251556,0.6484017372131348,0.08225130289793015,0.9320619702339172,0.7298604249954224,0.6594601273536682,0.7027237415313721,0.891193687915802,0.17384253442287445,0.6720142960548401,-0.18183571100234985,0.9143593311309814,0.793887734413147,0.6703101396560669,0.6287897825241089,0.9144725203514099
left,0.2936870753765106,0.32882121205329895,-0.9450860619544983,0.9997017979621887,0.2944503426551819,0.32921817898750305,-1.0446850061416626,0.9993518590927124,0.2964901626110077,0.3309333324432373,-1.045072078704834,0.9992204904556274,0.2989768981933594,0.3326900899410248,-1.0457146167755127,0.9992589950561523,0.2963264584541321,0.32335540652275085,-1.0128802061080933,0.9995278716087341,0.2995322644710541,0.3210907578468323,-1.0130528211593628,0.9992838501930237,0.3021693229675293,0.3186556100845337,-1.0130891799926758,0.9993517398834229,0.33218327164649963,0.3318256437778473,-1.166688084602356,0.999030590057373,0.3281623423099518,0.30747494101524353,-0.9028593301773071,0.9990246891975403,0.3207155764102936,0.3330610692501068,-1.0318992137908936,0.9991486668586731,0.3146847188472748,0.3275309205055237,-0.9368494749069214,0.9991522431373596,0.4516894221305847,0.36786022782325745,-1.0343819856643677,0.9997043013572693,0.3708378076553345,0.2641178369522095,-0.7117559909820557,0.9996761679649353,0.4765760004520416,0.47065889835357666,-1.1815990209579468,0.9121320247650146,0.3206291198730469,0.17575843632221222,-0.6624470949172974,0.9444942474365234,0.49079516530036926,0.5810405015945435,-1.2689176797866821,0.8967821002006531,0.2612511217594147,0.0748649537563324,-0.668455183506012,0.9016867280006409,0.4995959401130676,0.6101427674293518,-1.3340026140213013,0.8370593190193176,0.25485262274742126,0.05181163176894188,-0.6818311214447021,0.8427248001098633,0.4929259419441223,0.6132110953330994,-1.3711110353469849,0.8544119000434875,0.24612821638584137,0.048452530056238174,-0.7314728498458862,0.8526127934455872,0.490176796913147,0.6058163642883301,-1.2864964008331299,0.8478544354438782,0.2384255826473236,0.0564652681350708,-0.6880634427070618,0.8517259955406189,0.48092854022979736,0.40817680954933167,-0.09052952378988266,0.9997721910476685,0.4009939134120941,0.4036118686199188,0.08997412770986557,0.9998887181282043,0.616948127746582,0.5308915376663208,-0.17619521915912628,0.9314130544662476,0.30646657943725586,0.5260629057884216,0.0627739205956459,0.8890663981437683,0.7446518540382385,0.6484673619270325,0.02732774429023266,0.9703133702278137,0.21055465936660767,0.6377844214439392,0.43770459294319153,0.9610665440559387,0.7577309012413025,0.6596181392669678,0.037831827998161316,0.9162931442260742,0.21215230226516724,0.6505599617958069,0.4567734897136688,0.8630728125572205,0.8032793402671814,0.6757697463035583,-0.19303175806999207,0.9444202184677124,0.14678986370563507,0.6720744371414185,0.19273851811885834,0.92279052734375
left,0.2647782862186432,0.312790185213089,-1.1309208869934082,0.9992961883544922,0.2658304274082184,0.3214620053768158,-1.1705657243728638,0.9988031983375549,0.2663734257221222,0.3251386284828186,-1.1704638004302979,0.9987372756004333,0.26753342151641846,0.32862019538879395,-1.1706428527832031,0.9988933205604553,0.2701553404331207,0.30862659215927124,-1.1195456981658936,0.9965108036994934,0.27356043457984924,0.30326783657073975,-1.1196740865707397,0.995674192905426,0.27741971611976624,0.2980971038341522,-1.1196895837783813,0.9955975413322449,0.2993250787258148,0.3336869776248932,-1.2169097661972046,0.9985498189926147,0.30913016200065613,0.2916465997695923,-0.9957975745201111,0.9903595447540283,0.27356550097465515,0.32058990001678467,-1.1311129331588745,0.9986048936843872,0.2776685655117035,0.30450692772865295,-1.0665662288665771,0.996734082698822,0.4051269590854645,0.3802900016307831,-1.054401159286499,0.9998021721839905,0.37103477120399475,0.2544068396091461,-0.8089103698730469,0.9998018741607666,0.36286914348602295,0.4739242494106293,-1.2284438610076904,0.9544767141342163,0.4085358679294586,0.16176287829875946,-0.6823015213012695,0.9486302733421326,0.32646694779396057,0.5667633414268494,-1.297268271446228,0.9419834017753601,0.45976516604423523,0.06711232662200928,-0.6020371913909912,0.9403455257415771,0.31306028366088867,0.6014432311058044,-1.3487049341201782,0.9057028889656067,0.4625280201435089,0.03819248080253601,-0.6313863396644592,0.9046583771705627,0.3025270998477936,0.6027726531028748,-1.3834542036056519,0.9147958159446716,0.4646749198436737,0.03847355395555496,-0.6510737538337708,0.9084246158599854,0.30182084441185,0.5941368937492371,-1.307300329208374,0.906612753868103,0.4643309414386749,0.05032344534993172,-0.6146109700202942,0.9070159792900085,0.4535008668899536,0.4068048596382141,-0.09884635359048843,0.9998842477798462,0.40052729845046997,0.3668133318424225,0.0975387915968895,0.9999440908432007,0.6053912043571472,0.5247968435287476,-0.09421976655721664,0.8544021844863892,0.30975714325904846,0.5182104110717773,-0.09471546113491058,0.758939802646637,0.7517494559288025,0.646163284778595,0.031204212456941605,0.9562806487083435,0.20699724555015564,0.6405181288719177,0.16333334147930145,0.9315454363822937,0.7716783285140991,0.6585110425949097,0.03529269993305206,0.8719537854194641,0.20433637499809265,0.6569745540618896,0.17537598311901093,0.8408897519111633,0.7913974523544312,0.6783336997032166,-0.21475617587566376,0.9323264956474304,0.14439743757247925,0.6739829182624817,-0.1044044941663742,0.9063204526901245
left,0.2741767466068268,0.31425800919532776,-1.5115759372711182,0.9992292523384094,0.27562031149864197,0.3212587833404541,-1.5467524528503418,0.9987629055976868,0.27635112404823303,0.3245203197002411,-1.5467032194137573,0.9987065196037292,0.27768194675445557,0.32766178250312805,-1.5471453666687012,0.998871386051178,0.27915486693382263,0.3089195787906647,-1.493164300918579,0.996309757232666,0.28239792585372925,0.303719162940979,-1.493360996246338,0.9954386353492737,0.2862183153629303,0.29883846640586853,-1.4934837818145752,0.9953168034553528,0.30847615003585815,0.3306112587451935,-1.5298517942428589,0.9985008239746094,0.31723740696907043,0.2913391888141632,-1.2987534999847412,0.989855945110321,0.28377074003219604,0.3206578493118286,-1.485860824584961,0.9985070824623108,0.28661587834358215,0.3082008361816406,-1.4180908203125,0.9964038729667664,0.4094187021255493,0.3814851641654968,-1.318268895149231,0.9998014569282532,0.37510162591934204,0.25074541568756104,-1.0085283517837524,0.9998027086257935,0.37516629695892334,0.47626224160194397,-1.5136897563934326,0.9577212333679199,0.40122276544570923,0.15985237061977386,-0.9166763424873352,0.9476929903030396,0.35277289152145386,0.5737771391868591,-1.6039172410964966,0.9462034106254578,0.3904692828655243,0.06370097398757935,-0.9301932454109192,0.9449231028556824,0.3488909900188446,0.6052923798561096,-1.6775437593460083,0.9113550186157227,0.3762325048446655,0.03663419932126999,-0.9732791781425476,0.9118815064430237,0.3407367467880249,0.6043621301651001,-1.711037516593933,0.919592022895813,0.38405075669288635,0.03704821690917015,-1.0129953622817993,0.9153435230255127,0.3360278308391571,0.5975687503814697,-1.6163326501846313,0.911689043045044,0.3852423131465912,0.04727981239557266,-0.9544486403465271,0.9140809774398804,0.46069052815437317,0.3888144791126251,-0.0955275371670723,0.9998925924301147,0.41351768374443054,0.353431761264801,0.09442825615406036,0.9999480247497559,0.6030890345573425,0.5213156342506409,-0.13566741347312927,0.8303714990615845,0.3102618157863617,0.5121548771858215,-0.0267258919775486,0.7431966066360474,0.7523730993270874,0.6465533971786499,0.023145949468016624,0.9521016478538513,0.20882685482501984,0.6393678188323975,0.32607537508010864,0.9196627140045166,0.7723674178123474,0.6606188416481018,0.02913215011358261,0.8626534342765808,0.20471054315567017,0.655083954334259,0.34681665897369385,0.8171448111534119,0.8002536296844482,0.6783340573310852,-0.23935763537883759,0.9242786765098572,0.14632092416286469,0.6737937331199646,0.030732668936252594,0.8905507922172546
left,0.4178411364555359,0.3101125657558441,-1.253221035003662,0.9994733929634094,0.4258449971675873,0.30499669909477234,-1.2913275957107544,0.9991650581359863,0.4309617578983307,0.3050912618637085,-1.2911136150360107,0.9991248846054077,0.4361468255519867,0.3059447109699249,-1.2912352085113525,0.9992378354072571,0.4136389195919037,0.30155614018440247,-1.2525125741958618,0.9974981546401978,0.4105633497238159,0.2990102171897888,-1.2528889179229736,0.9969046711921692,0.4070383906364441,0.2966040074825287,-1.2529256343841553,0.9968332648277283,0.457353800535202,0.3002150058746338,-1.2243170738220215,0.9989734292030334,0.41259923577308655,0.2846647799015045,-1.0564942359924316,0.9931671023368835,0.43021154403686523,0.31179091334342957,-1.2047138214111328,0.9989600777626038,0.41887179017066956,0.3091253936290741,-1.1566411256790161,0.9974854588508606,0.5388504862785339,0.33242014050483704,-0.9558216333389282,0.9997875094413757,0.417582243680954,0.25428423285484314,-0.7602704167366028,0.9998390674591064,0.6049226522445679,0.43475574254989624,-1.0049799680709839,0.9674628376960754,0.2703704237937927,0.20197279751300812,-0.5523368120193481,0.9607331156730652,0.6807261109352112,0.5275518894195557,-1.1589741706848145,0.9506009221076965,0.1309202015399933,0.1772008240222931,-0.5087637901306152,0.9591562151908875,0.7081950902938843,0.5574002861976624,-1.2112337350845337,0.9090939164161682,0.08480812609195709,0.17055852711200714,-0.5250343084335327,0.9289080500602722,0.7029147744178772,0.5586467981338501,-1.3005547523498535,0.9181646704673767,0.08319349586963654,0.17396701872348785,-0.5999751687049866,0.9327895045280457,0.6887300610542297,0.5492077469825745,-1.198888897895813,0.9106987118721008,0.09777331352233887,0.17852316796779633,-0.5452588796615601,0.9330795407295227,0.5046783685684204,0.4148123264312744,-0.034825924783945084,0.9999012351036072,0.43411263823509216,0.4086732566356659,0.034624144434928894,0.9999555945396423,0.615068793296814,0.5305059552192688,-0.006814601831138134,0.8630008697509766,0.3133876621723175,0.5299786925315857,0.030660199001431465,0.7995654940605164,0.7546327114105225,0.6485206484794617,0.2804538905620575,0.9602074027061462,0.2107546627521515,0.6361311674118042,0.3636372685432434,0.9277260303497314,0.7598556280136108,0.6640257239341736,0.29438504576683044,0.8710041642189026,0.20479623973369598,0.6478577852249146,0.3808113634586334,0.7906048893928528,0.8027252554893494,0.6794175505638123,0.013990380801260471,0.9335638880729675,0.1533411145210266,0.6724539995193481,0.09991868585348129,0.8924584984779358
left,0.4438687562942505,0.29991933703422546,-1.3543967008590698,0.9995259046554565,0.4555416703224182,0.29118335247039795,-1.3819962739944458,0.9992480874061584,0.46354955434799194,0.2906041741371155,-1.3817399740219116,0.9992119669914246,0.4720393121242523,0.29014840722084045,-1.3819323778152466,0.9993137121200562,0.43826279044151306,0.28880950808525085,-1.3638908863067627,0.9977473616600037,0.43384960293769836,0.2865709960460663,-1.3643149137496948,0.9972127676010132,0.4291627109050751,0.28428342938423157,-1.3642735481262207,0.997148334980011,0.49347031116485596,0.282096266746521,-1.2678072452545166,0.999075710773468,0.4283156394958496,0.2721811532974243,-1.1363190412521362,0.9938477277755737,0.45770078897476196,0.30242064595222473,-1.2345306873321533,0.9990636706352234,0.4385794401168823,0.30093473196029663,-1.2427124977111816,0.9977357983589172,0.5735055804252625,0.309076189994812,-0.9720021486282349,0.9998085498809814,0.4049118459224701,0.2510921061038971,-0.8163488507270813,0.999854564666748,0.6820565462112427,0.40197882056236267,-0.9750988483428955,0.970681369304657,0.2528300881385803,0.23591509461402893,-0.6658437848091125,0.9644172787666321,0.7754694819450378,0.4932173192501068,-1.145385503768921,0.9552931785583496,0.10712547600269318,0.2295040488243103,-0.6955336332321167,0.9625770449638367,0.8170178532600403,0.5248262882232666,-1.2031190395355225,0.9169231653213501,0.05549153313040733,0.22724765539169312,-0.7274905443191528,0.9329527020454407,0.8102276921272278,0.5271954536437988,-1.2998579740524292,0.9254909753799438,0.05684211477637291,0.2300998419523239,-0.6595548987388611,0.9372605681419373,0.7920588254928589,0.5159111618995667,-1.1913166046142578,0.9187155961990356,0.07192412763834,0.232745960354805,-0.7195934057235718,0.9378370046615601,0.5250687003135681,0.4148172438144684,-0.033792994916439056,0.9999075531959534,0.4220566749572754,0.4117322564125061,0.033851686865091324,0.9999565482139587,0.6173275113105774,0.5311991572380066,0.037269093096256256,0.8762587904930115,0.3144991099834442,0.5304262042045593,0.15263336896896362,0.8189008235931396,0.7541913986206055,0.6485591530799866,0.3730521500110626,0.9638906717300415,0.2110023945569992,0.6356167197227478,0.6043769121170044,0.9341486096382141,0.75831538438797,0.6641713380813599,0.38981640338897705,0.877336859703064,0.20488114655017853,0.6480817198753357,0.6329555511474609,0.7975285649299622,0.7903496026992798,0.6793984174728394,0.06518904119729996,0.9395224452018738,0.1564399152994156,0.6711573600769043,0.3347409963607788,0.9016939997673035
